stoichiometry,U_R3m_V,U_C2m_V,U_effective_V,dUdx_R3m_from_sech2,dUdx_C2m_from_sech2,dUdx_effective_from_sech2,relative_dQdV_effective
0.4910016694490818,4.61285948358467,3.175216115518656,4.066555003719585,-3.9656298910617895,-4.504365505184118,-4.170349424428275,-0.23978806047819193
0.4926377295492487,4.606352687310186,3.1678554329378237,4.059723730648688,-3.9884741420046055,-4.493473661276315,-4.180373959327856,-0.23921304881556235
0.49427378964941565,4.599809101943164,3.160513641779806,4.0528768270810875,-4.01061206965024,-4.481275995265902,-4.189464361384191,-0.23869399850189962
0.49590984974958263,4.593229837464109,3.153192856563738,4.046015784721968,-4.032099132811228,-4.4677997575451025,-4.1976653702101006,-0.2382276603315686
0.49754590984974956,4.586615914550231,3.1458951448337373,4.0391420220579635,-4.0529890468862,-4.453075089779103,-4.205021743185503,-0.23781089874756575
0.4991819699499165,4.579968267399356,3.1386225225923465,4.032256884372693,-4.073333819460833,-4.437134822242288,-4.211578200517787,-0.23744068194603543
0.5008180300500834,4.5732877464916815,3.1313769500773168,4.025361643854223,-4.093183790497259,-4.420014257080326,-4.217379367798824,-0.23711407316954983
0.5024540901502503,4.566575121282808,3.1241603279031236,4.018457499798528,-4.112587675981645,-4.401750939544951,-4.222469716135701,-0.236828223108057
0.5040901502504173,4.559831082823221,3.1169744935851464,4.011545578912752,-4.131592614010321,-4.382384419313075,-4.226893500025367,-0.2365803633316048
0.5057262103505843,4.553056246301025,3.109821218461005,4.004626935721817,-4.150244212395276,-4.361956004037231,-4.230694693219219,-0.23636780068359894
0.5073622704507512,4.546251153506112,3.102702205019982,3.997702553081383,-4.168586596960829,-4.340508507280759,-4.233916922882402,-0.23618791256754548
0.5089983305509181,4.539416275215264,3.0956190846479723,3.9907733427996934,-4.186662459785218,-4.318085992969709,-4.236603402395325,-0.23603814306399604
0.5106343906510851,4.5325520134988375,3.0885734157919598,3.9838401463702238,-4.20451310671427,-4.294733518445678,-4.238796863172205,-0.23591599981784128
0.5122704507512521,4.5256587039507306,3.08156668254463,3.9769037358164123,-4.222178503540022,-4.2704968781317305,-4.240539485884871,-0.23581905163921155
0.513906510851419,4.518736617844261,3.0746002936465584,3.969964814649134,-4.2396973202955905,-4.245422349729468,-4.241872831480464,-0.23574492676410297
0.515542570951586,4.511785964217462,3.067675581900307,3.9630240189369434,-4.257106973169521,-4.2195564447518095,-4.242837772370791,-0.2356913117234801
0.5171786310517529,4.50480689189206,3.0607938039879863,3.956081918488512,-4.274443663588788,-4.192945665066013,-4.243474424150134,-0.2356559507720554
0.5188146911519198,4.4977994914311195,3.053956140681144,3.9491390181461288,-4.291742414060307,-4.1656362669777875,-4.24382207816895,-0.23563664583022823
0.5204507512520867,4.490763797040934,3.047163697429516,3.9421957591885954,-4.3090371003968375,-4.13767403423304,-4.243919135254594,-0.23563125689481584
0.5220868113522538,4.48369978842341,3.0404175053130187,3.935252520841461,-4.326360479985062,-4.109104061151981,-4.243803040828491,-0.23563770287623348
0.5237228714524207,4.476607392585648,3.03371852233954,3.9283096218921267,-4.343744215782095,-4.079970546943804,-4.243510221623545,-0.235653962821705
0.5253589315525876,4.469486485613946,3.027067635069478,3.921367322407048,-4.361218895752316,-4.050316602081862,-4.243076024157544,-0.235678077485908
0.5269949916527545,4.462336894419936,3.020465660546708,3.9144258255481095,-4.378814047479637,-4.020184067451838,-4.242534655069074,-0.2357081512121953
0.5286310517529215,4.455158398466906,3.013913348514594,3.907485279485027,-4.396558147711953,-3.9896133468212924,-4.241919123373502,-0.2357423540891847
0.5302671118530885,4.447950731484816,3.0074113838949157,3.9005457794006544,-4.414478626614977,-3.958643253020279,-4.241261184648992,-0.2357789243490696
0.5319031719532554,4.440713583182831,3.000960389507074,3.8936073695860434,-4.432601866532381,-3.92731086807164,-4.2405912871173,-0.23581617097548377
0.5335392320534224,4.433446600968483,2.994560929004632,3.8866700456222194,-4.450953195069063,-3.895651417367365,-4.239938519542418,-0.23585247649013594
0.5351752921535893,4.4261493916829195,2.988213510006248,3.8797337566457846,-4.469556872334587,-3.863698157855915,-4.239330560832691,-0.235886299888721
0.5368113522537562,4.418821523361896,2.981918587398166,3.872798407695679,-4.488436072205172,-3.83148228008523,-4.238793631199593,-0.23591617969780626
0.5384474123539231,4.411462527032399,2.9756765667858276,3.865863862138702,-4.507612857485557,-3.799032823838496,-4.238352444699674,-0.23594073712547495
0.5400834724540902,4.404071898554954,2.969487808072601,3.85892994417166,-4.527108148877075,-3.766376607004867,-4.238030162965636,-0.23595867927948688
0.5417195325542571,4.396649100521834,2.9633526291443695,3.851996441398398,-4.54694168768589,-3.7335381672457486,-4.237848349918636,-0.23596880242758084
0.543355592654424,4.3891935642214115,2.957271309639428,3.845063107480258,-4.567131992236234,-3.7005397159487905,-4.237826927247006,-0.2359699952752964
0.5449916527545909,4.381704691678978,2.9512440947840357,3.8381296648589,-4.587696307987771,-3.667401103906506,-4.23798413043689,-0.2359612422373349
0.5466277128547579,4.374181857784309,2.9452711992749494,3.831195807550752,-4.608650551394842,-3.63413979811386,-4.238336465148069,-0.23594162667900986
0.5482637729549248,4.366624412516133,2.939352811191248,3.824261204012677,-4.630009247588287,-3.6007708690489775,-4.23889866374335,-0.23591033410478018
0.5498998330550918,4.359031683273535,2.933489095918833,3.8173255000787485,-4.6517854620085535,-3.5673069877826062,-4.239683641802694,-0.23586665527119485
0.5515358931552587,4.351402977324046,2.927680200072086,3.810388321968301,-4.6739907261719855,-3.533758432254467,-4.240702454483328,-0.2358099892018565
0.5531719532554257,4.3437375843777986,2.9219262553981813,3.8034492793655437,-4.696634957811039,-3.5001331020572635,-4.241964252624604,-0.23573984608221915
0.5548080133555926,4.33603477929677,2.9162273826507166,3.79650796857127,-4.719726375693665,-3.4664365410813067,-4.243476238540969,-0.23565585001221293
0.5564440734557595,4.3282938249474565,2.9105836954202897,3.789563975727133,-4.743271409497657,-3.4326719673932176,-4.24524362149797,-0.23555774159484907
0.5580801335559266,4.320513975204764,2.904995303910674,3.78261688011301,-4.767274605192107,-3.398840309750442,-4.247269572924274,-0.23544538033913706
0.5597161936560935,4.312694478114009,2.899462318650225,3.7756662575177713,-4.791738526460443,-3.364940250188284,-4.249555181477023,-0.23531874685586007
0.5613522537562604,4.304834579217005,2.8939848541289948,3.768711683683561,-4.816663652787351,-3.3309682721570026,-4.252099408147819,-0.23517794482504634
0.5629883138564273,4.296933525047158,2.8885630323528884,3.7617527378233353,-4.842048274924964,-3.296918713732442,-4.2548990416718055,-0.23502320271436733
0.5646243739565943,4.28899056679716,2.883196986306891,3.754789006210858,-4.867888388551513,-3.2627838254737447,-4.257948654581962,-0.23485487522821674
0.5662604340567612,4.281004964161537,2.87788686332012,3.747820085841798,-4.894177587037272,-3.2285538325553174,-4.261240560334129,-0.2346734444679154
0.5678964941569282,4.272975989354674,2.8726328283259193,3.7408455881637472,-4.920906954337256,-3.1942170008564803,-4.264764772014561,-0.23447952078436127
0.5695325542570951,4.26490293130322,2.8674350670107946,3.733865142872098,-4.948064959136477,-3.1597597067506595,-4.268508963229866,-0.23427384330553844
0.5711686143572621,4.256785100009807,2.862293788846264,3.726878401767661,-4.975637351480351,-3.125166510395682,-4.272458431868177,-0.2340572801226154
0.572804674457429,4.248621831082962,2.8572092299980447,3.7198850426706938,-5.003607063228076,-3.090420232387435,-4.276596067508633,-0.23383082811993475
0.5744407345575959,4.240412490425772,2.8521816561071347,3.7128847733846895,-5.031954113769041,-3.0555020336999448,-4.280902323342785,-0.23359561243601096
0.5760767946577628,4.232156479073461,2.847211364937431,3.7058773357017696,-5.0606555225389025,-3.020391498895622,-4.285355193554456,-0.23335288554472364
0.5777128547579299,4.22385323816743,2.8422986888845103,3.6988625094399206,-5.089685229960839,-2.9850667226493255,-4.289930197182464,-0.23310402594820284
0.5793489148580968,4.2155022540505955,2.837443997340082,3.6918401165006003,-5.11901402851576,-2.949504399688595,-4.294600369561437,-0.23285053647543916
0.5809849749582637,4.207103063466009,2.832647698906381,3.68481002493335,-5.148609505710449,-2.9136799183094633,-4.299336262498074,-0.23259404218337712
0.5826210350584307,4.1986552588378165,2.8279102434545043,3.6777721529921577,-5.1784360007612,-2.8775674576822787,-4.3041059543912095,-0.23233628786014496
0.5842570951585976,4.190158493610606,2.823232124020274,3.67072647316628,-5.2084545768400154,-2.841140089214352,-4.308875071542263,-0.23207913513307613
0.5858931552587646,4.1816124876201775,2.818613878530723,3.663673016166185,-5.238623010737277,-2.8043698822856973,-4.313606821925677,-0.231824559187242
